2.jpg	[[[[126.0, 262.0], [198.0, 274.0], [195.0, 291.0], [123.0, 280.0]], ('’„œÛ”Ê25237', 0.5442101)]]
579.jpg	[[[[50.0, 451.0], [231.0, 427.0], [239.0, 479.0], [57.0, 503.0]], ('¬≥Ω∫”Ê60632', 0.68848294)]]
580.jpg	[[[[96.0, 368.0], [270.0, 398.0], [262.0, 441.0], [89.0, 411.0]], ('¬≥Ω∫”Ê62138', 0.8090658)]]
583.jpg	[[[[35.0, 614.0], [321.0, 592.0], [324.0, 636.0], [39.0, 658.0]], ('’„·””Ê—¯50033', 0.8104284)]]
585.jpg	[[[[386.0, 554.0], [541.0, 538.0], [544.0, 571.0], [389.0, 587.0]], ('’„œÛ”Ê40137', 0.9082683)]]
586.jpg	[[[[228.0, 416.0], [421.0, 505.0], [402.0, 545.0], [209.0, 456.0]], ('ºΩ«ÿ”Ê‘À01004', 0.87217987)]]
587.jpg	[[[[279.0, 526.0], [424.0, 498.0], [429.0, 527.0], [284.0, 555.0]], ('√ˆΩ˙”Ê05878', 0.8706217)]]
591.jpg	[[[[138.0, 408.0], [303.0, 425.0], [298.0, 474.0], [133.0, 456.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.88540304)]]
592.jpg	[[[[193.0, 365.0], [477.0, 407.0], [469.0, 466.0], [184.0, 424.0]], ('¬≥Ω∫”Ê60716', 0.87186545)]]
594.jpg	[[[[204.0, 187.0], [543.0, 134.0], [553.0, 202.0], [215.0, 255.0]], ('¡…”™”Ê51888', 0.80332637)]]
596.jpg	[[[[252.0, 414.0], [547.0, 453.0], [541.0, 501.0], [246.0, 461.0]], ('√ˆ ®”Ê07870', 0.76922977)]]
598.jpg	[[[[322.0, 262.0], [470.0, 293.0], [464.0, 315.0], [317.0, 289.0]], ('‘¡—ÙŒ˜”Ê31618', 0.93917793)]]
600.jpg	[[[[427.0, 122.0], [544.0, 201.0], [507.0, 255.0], [390.0, 175.0]], ('‘¡¿◊”Ê1333', 0.7605658)]]
601.jpg	[[[[106.0, 407.0], [340.0, 414.0], [339.0, 461.0], [105.0, 454.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.96009827)]]
602.jpg	[[[[105.0, 288.0], [234.0, 308.0], [230.0, 329.0], [102.0, 310.0]], ('’„∆’”Ê72111', 0.72783124)]]
604.jpg	[[[[282.0, 264.0], [341.0, 9.0], [391.0, 21.0], [331.0, 275.0]], ('¬≥Ω∫”Ê‘À60612', 0.99050564)]]
605.jpg	[[[[120.0, 192.0], [568.0, 235.0], [562.0, 347.0], [109.0, 304.0]], ('’„œÛ”Ê20017', 0.6820441)]]
606.jpg	[[[[122.0, 452.0], [270.0, 472.0], [263.0, 520.0], [116.0, 500.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.84276223)]]
608.jpg	[[[[122.0, 383.0], [255.0, 368.0], [259.0, 404.0], [126.0, 419.0]], ('À’∆Ù”Ê05118', 0.9777236)]]
609.jpg	[[[[152.0, 618.0], [392.0, 624.0], [391.0, 657.0], [152.0, 651.0]], ('¬≥≥«”Ê—¯61272', 0.8715598)]]
610.jpg	[[[[305.0, 180.0], [548.0, 197.0], [543.0, 264.0], [301.0, 247.0]], ('‘¡ƒœ∞ƒ”Ê13109', 0.872515)]]
614.jpg	[[[[184.0, 184.0], [295.0, 198.0], [291.0, 225.0], [180.0, 212.0]], ('’„∆’”Ê68661', 0.8742689)]]
622.jpg	[[[[298.0, 230.0], [426.0, 249.0], [421.0, 281.0], [293.0, 262.0]], ('¬≥≥«”Ê60682', 0.86892587)]]
628.jpg	[[[[492.0, 42.0], [618.0, 21.0], [623.0, 54.0], [497.0, 75.0]], ('‘¡—ÙŒ˜”Ê', 0.76254123)]]
630.jpg	[[[[221.0, 409.0], [411.0, 379.0], [417.0, 418.0], [227.0, 447.0]], ('’„·””Ê05848', 0.61577594)]]
632.jpg	[[[[216.0, 295.0], [489.0, 243.0], [498.0, 293.0], [226.0, 345.0]], ('’„œÛ”Ê30014', 0.72909683)]]
636.jpg	[[[[101.0, 243.0], [184.0, 261.0], [180.0, 280.0], [97.0, 262.0]], ('√ˆ∆Ω”Ê63168', 0.80375516)]]
638.jpg	[[[[169.0, 231.0], [340.0, 271.0], [332.0, 309.0], [160.0, 269.0]], ('À’∏””Ê04490', 0.9626842)]]
639.jpg	[[[[82.0, 271.0], [480.0, 348.0], [466.0, 422.0], [68.0, 345.0]], ('À’∏””Ê02893', 0.97894806)]]
642.jpg	[[[[99.0, 229.0], [272.0, 274.0], [263.0, 312.0], [90.0, 267.0]], ('À’∏””Ê04490', 0.97283673)]]
644.jpg	[[[[198.0, 144.0], [307.0, 120.0], [311.0, 140.0], [203.0, 164.0]], ('À’œ ”Ê02909', 0.80291295)]]
645.jpg	[[[[198.0, 481.0], [403.0, 498.0], [399.0, 538.0], [195.0, 522.0]], ('¬≥≥«”Ê60026', 0.9512298)]]
646.jpg	[[[[474.0, 164.0], [675.0, 202.0], [667.0, 244.0], [466.0, 206.0]], ('ΩÚÃ¡”Ê03896', 0.9215161)]]
647.jpg	[[[[106.0, 389.0], [310.0, 345.0], [319.0, 386.0], [115.0, 430.0]], ('¬≥»Ÿ”Ê57059', 0.94421625)]]
648.jpg	[[[[156.0, 264.0], [536.0, 172.0], [548.0, 219.0], [167.0, 311.0]], ('¡…Ωı”Ê15676', 0.7595663)]]
650.jpg	[[[[285.0, 225.0], [503.0, 273.0], [492.0, 320.0], [274.0, 272.0]], ('√ˆ ®”Ê07586', 0.98022336)]]
652.jpg	[[[[101.0, 451.0], [244.0, 469.0], [238.0, 513.0], [96.0, 495.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.8699964)]]
654.jpg	[[[[253.0, 526.0], [507.0, 470.0], [517.0, 517.0], [264.0, 573.0]], ('–¬œÛ”Ê2502', 0.70953506)]]
655.jpg	[[[[57.0, 209.0], [233.0, 272.0], [216.0, 319.0], [40.0, 256.0]], ('√ˆœº”Ê09771', 0.6407758)]]
661.jpg	[[[[167.0, 609.0], [206.0, 605.0], [227.0, 792.0], [188.0, 796.0]], ('√ˆΩ˙”Õ05918', 0.68689954)]]
663.jpg	[[[[371.0, 265.0], [465.0, 247.0], [470.0, 269.0], [376.0, 288.0]], ('À’»Á”Ê07186', 0.7510219)]]
664.jpg	[[[[107.0, 128.0], [283.0, 162.0], [277.0, 192.0], [101.0, 157.0]], ('’„·””Ê07334', 0.7778893)]]
665.jpg	[[[[213.0, 135.0], [362.0, 114.0], [366.0, 142.0], [216.0, 163.0]], ('‘¡—ÙŒ˜”Ê32668', 0.845171)]]
668.jpg	[[[[224.0, 272.0], [359.0, 300.0], [352.0, 334.0], [216.0, 306.0]], ('‘¡µÁ”Ê92108', 0.94409853)]]
670.jpg	[[[[292.0, 218.0], [351.0, 205.0], [356.0, 224.0], [297.0, 238.0]], ('∏£‘∂”Ê667', 0.6500146)]]
672.jpg	[[[[254.0, 220.0], [377.0, 244.0], [372.0, 270.0], [249.0, 246.0]], ('À’∏””Ê02539', 0.9526028)]]
674.jpg	[[[[648.0, 313.0], [872.0, 295.0], [874.0, 328.0], [651.0, 345.0]], ('¬≥Ω∫”Ê60697', 0.9867375)]]
675.jpg	[[[[70.0, 265.0], [338.0, 329.0], [328.0, 372.0], [60.0, 308.0]], ('√ˆΩ˙”Ê05761', 0.89062816)]]
676.jpg	[[[[79.0, 317.0], [402.0, 258.0], [411.0, 309.0], [89.0, 368.0]], ('‘¡…«Œ≤”Ê16117', 0.8314827)]]
678.jpg	[[[[24.0, 214.0], [141.0, 244.0], [135.0, 267.0], [18.0, 238.0]], ('‘¡ƒœ∞ƒ”Ê33169', 0.8673852)]]
680.jpg	[[[[187.0, 129.0], [295.0, 108.0], [299.0, 127.0], [191.0, 148.0]], ('À’∏””Ê02909', 0.87104905)]]
681.jpg	[[[[47.0, 465.0], [556.0, 553.0], [544.0, 620.0], [36.0, 533.0]], ('‘¡…«Œ≤”Ê12118', 0.9217795)]]
683.jpg	[[[[112.0, 208.0], [240.0, 192.0], [242.0, 209.0], [114.0, 224.0]], ('¡…ΩıÃÃ156', 0.7625962)]]
687.jpg	[[[[381.0, 95.0], [490.0, 146.0], [472.0, 184.0], [363.0, 133.0]], ('¬≥·∞”Ê63311', 0.73788506)]]
688.jpg	[[[[45.0, 379.0], [174.0, 424.0], [163.0, 457.0], [33.0, 412.0]], ('À’∏””Ê‘À04259', 0.7726059)]]
690.jpg	[[[[657.0, 401.0], [855.0, 375.0], [860.0, 409.0], [662.0, 435.0]], ('√ˆΩ˙”Ê05918', 0.78426933)]]
691.jpg	[[[[314.0, 266.0], [551.0, 326.0], [535.0, 389.0], [297.0, 329.0]], ('’„¡Î”Ê23923', 0.74440175)]]
696.jpg	[[[[70.0, 301.0], [481.0, 116.0], [522.0, 206.0], [112.0, 391.0]], ('¡…”™”Ê36222', 0.8554173)]]
697.jpg	[[[[127.0, 118.0], [182.0, 118.0], [182.0, 134.0], [127.0, 135.0]], ('∑„“∂28', 0.65609)]]
698.jpg	[[[[232.0, 516.0], [534.0, 449.0], [553.0, 536.0], [251.0, 602.0]], ('’„≤‘”Ê0811', 0.7167851)]]
699.jpg	[[[[103.0, 89.0], [272.0, 106.0], [268.0, 142.0], [99.0, 125.0]], ('’„¡Ÿ”Ê21228', 0.9395698)]]
702.jpg	[[[[109.0, 571.0], [294.0, 588.0], [292.0, 618.0], [107.0, 602.0]], ('‘¡…«Œ≤”„–›01439', 0.9455699)]]
703.jpg	[[[[228.0, 353.0], [343.0, 385.0], [335.0, 416.0], [220.0, 383.0]], ('À’∏””Ê02778', 0.87027305)]]
707.jpg	[[[[49.0, 435.0], [267.0, 449.0], [264.0, 494.0], [46.0, 480.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.982301)]]
711.jpg	[[[[98.0, 293.0], [278.0, 309.0], [274.0, 349.0], [95.0, 333.0]], ('‘¡µÁ”Ê92108', 0.9248791)]]
713.jpg	[[[[16.0, 618.0], [355.0, 533.0], [377.0, 618.0], [38.0, 704.0]], ('’„œÛ”Ê4015', 0.69973916)]]
716.jpg	[[[[221.0, 378.0], [346.0, 363.0], [349.0, 397.0], [225.0, 411.0]], ('À’∆Ù”Ê05118', 0.9684654)]]
718.jpg	[[[[202.0, 418.0], [373.0, 466.0], [364.0, 498.0], [193.0, 451.0]], ('À’∏””Ê‘À02689', 0.9777374)]]
723.jpg	[[[[226.0, 341.0], [466.0, 279.0], [475.0, 315.0], [235.0, 377.0]], ('¬≥·∞”Ê—¯69623', 0.8061254)]]
727.jpg	[[[[120.0, 311.0], [253.0, 323.0], [251.0, 349.0], [117.0, 337.0]], ('À’∏””Ê02822', 0.97271544)]]
733.jpg	[[[[128.0, 362.0], [271.0, 417.0], [242.0, 492.0], [99.0, 437.0]], ('∫∫»Ÿ356', 0.7101267)]]
740.jpg	[[[[149.0, 370.0], [276.0, 399.0], [269.0, 430.0], [142.0, 402.0]], ('‘¡µÁ”Ê92108', 0.9617383)]]
744.jpg	[[[[194.0, 351.0], [434.0, 385.0], [427.0, 430.0], [188.0, 395.0]], ('¬≥≥«”Ê‘À60202', 0.9804449)]]
745.jpg	[[[[337.0, 482.0], [474.0, 453.0], [480.0, 484.0], [343.0, 514.0]], ('’„·””Ê05299', 0.81711245)]]
746.jpg	[[[[183.0, 126.0], [381.0, 213.0], [363.0, 254.0], [165.0, 166.0]], ('ºΩ«ÿ”Ê‘À01004', 0.90242034)]]
747.jpg	[[[[297.0, 380.0], [489.0, 355.0], [494.0, 393.0], [302.0, 418.0]], ('’„œÛ”Ê48083', 0.8273418)]]
750.jpg	[[[[118.0, 232.0], [326.0, 192.0], [334.0, 235.0], [127.0, 275.0]], ('¬≥»Ÿ”Ê57059', 0.94762397)]]
752.jpg	[[[[315.0, 356.0], [473.0, 327.0], [479.0, 360.0], [321.0, 389.0]], ('¡…”™”Ê26655', 0.9736703)]]
753.jpg	[[[[255.0, 463.0], [389.0, 455.0], [390.0, 481.0], [257.0, 490.0]], ('÷–π˙”Ê’˛37078', 0.8988822)]]
755.jpg	[[[[647.0, 332.0], [827.0, 299.0], [835.0, 342.0], [655.0, 376.0]], ('‘¡µÁ”Ê92196', 0.95423996)]]
756.jpg	[[[[163.0, 502.0], [465.0, 559.0], [453.0, 620.0], [151.0, 564.0]], ('‘¡ƒœ∞ƒ”Ê12089', 0.9313185)]]
757.jpg	[[[[167.0, 259.0], [279.0, 275.0], [275.0, 301.0], [164.0, 285.0]], ('√ˆ’ƒ”Ê60526', 0.70675707)]]
760.jpg	[[[[45.0, 466.0], [313.0, 445.0], [317.0, 496.0], [49.0, 517.0]], ('√ˆΩ˙”Ê05659', 0.7776299)]]
761.jpg	[[[[205.0, 130.0], [282.0, 109.0], [287.0, 126.0], [209.0, 147.0]], ('¬≥ª∆‘∂”Ê106', 0.9143366)]]
762.jpg	[[[[406.0, 345.0], [489.0, 370.0], [481.0, 398.0], [397.0, 374.0]], ('π±±”Ê27103', 0.73185104)]]
766.jpg	[[[[195.0, 481.0], [290.0, 475.0], [291.0, 502.0], [197.0, 507.0]], ('¬≥Ω∫”Ê60909', 0.5532229)]]
767.jpg	[[[[249.0, 289.0], [402.0, 321.0], [393.0, 359.0], [241.0, 327.0]], ('‘¡µÁ”Ê92108', 0.94491017)]]
769.jpg	[[[[227.0, 538.0], [329.0, 530.0], [332.0, 571.0], [230.0, 579.0]], ('∂´Ω≠∫˛7∫≈', 0.859841)]]
771.jpg	[[[[192.0, 332.0], [448.0, 396.0], [439.0, 436.0], [182.0, 371.0]], ('√ˆΩ˙”Ê05761', 0.89808995)]]
776.jpg	[[[[70.0, 483.0], [342.0, 455.0], [346.0, 495.0], [74.0, 523.0]], ('¬≥»Ÿ”Ê52268', 0.8181981)]]
779.jpg	[[[[95.0, 429.0], [362.0, 432.0], [361.0, 491.0], [94.0, 488.0]], ('√ˆΩ˙”Ê05883', 0.6590462)]]
780.jpg	[[[[498.0, 291.0], [631.0, 273.0], [635.0, 301.0], [502.0, 319.0]], ('√ˆΩ˙”Ê05692', 0.64137673)]]
786.jpg	[[[[33.0, 363.0], [263.0, 419.0], [254.0, 455.0], [24.0, 399.0]], ('¬≥≥«”Ê62435', 0.9700952)]]
789.jpg	[[[[55.0, 533.0], [397.0, 384.0], [426.0, 449.0], [83.0, 598.0]], ('’„œÛ”Ê47019', 0.85305077)]]
790.jpg	[[[[593.0, 311.0], [820.0, 282.0], [825.0, 324.0], [598.0, 354.0]], ('√ˆΩ˙”Ê05692', 0.77085066)]]
791.jpg	[[[[59.0, 449.0], [316.0, 406.0], [327.0, 471.0], [70.0, 513.0]], ('À’∏””Ê02766', 0.6646882)]]
792.jpg	[[[[58.0, 248.0], [313.0, 209.0], [321.0, 263.0], [66.0, 302.0]], ('¬≥»Ÿ”Ê57060', 0.91296303)]]
795.jpg	[[[[27.0, 179.0], [233.0, 184.0], [232.0, 219.0], [26.0, 214.0]], ('¬≥≥«”Ê60129', 0.9829829)]]
796.jpg	[[[[186.0, 302.0], [342.0, 292.0], [344.0, 327.0], [188.0, 337.0]], ('’„∑Ó”Ê18019', 0.7558497)]]
798.jpg	[[[[209.0, 226.0], [348.0, 162.0], [368.0, 207.0], [229.0, 271.0]], ('‘¡–Ï”Ê33666', 0.7341924)]]
800.jpg	[[[[43.0, 325.0], [315.0, 295.0], [320.0, 345.0], [49.0, 375.0]], ('¡…∫˘”Ê25166', 0.79362756)]]
802.jpg	[[[[252.0, 490.0], [636.0, 490.0], [636.0, 555.0], [252.0, 555.0]], ('¬≥≥§”Ê—¯68511', 0.9816136)]]
804.jpg	[[[[119.0, 684.0], [363.0, 696.0], [360.0, 750.0], [116.0, 738.0]], ('¬≥·¿”Ê60888', 0.77985966)]]
806.jpg	[[[[259.0, 330.0], [412.0, 289.0], [425.0, 335.0], [272.0, 377.0]], ('’„∆Ω”Ê82', 0.8663904)]]
807.jpg	[[[[293.0, 344.0], [445.0, 308.0], [453.0, 343.0], [301.0, 379.0]], ('¬≥Ω∫”Ê—¯66008', 0.74876034)]]
808.jpg	[[[[466.0, 193.0], [605.0, 196.0], [604.0, 226.0], [466.0, 222.0]], ('‘¡µÁ”Ê92192', 0.91485107)]]
809.jpg	[[[[43.0, 150.0], [189.0, 187.0], [179.0, 226.0], [34.0, 189.0]], ('72016”Ê∏€∂´¬≥', 0.66953695)]]
811.jpg	[[[[368.0, 240.0], [547.0, 262.0], [541.0, 313.0], [362.0, 291.0]], ('π∑¿”Ê08009', 0.918905)]]
812.jpg	[[[[74.0, 140.0], [165.0, 147.0], [164.0, 170.0], [72.0, 163.0]], ('√ˆ∂´”Ê61999', 0.6919863)]]
814.jpg	[[[[163.0, 433.0], [353.0, 462.0], [346.0, 509.0], [155.0, 480.0]], ('’„∑Ó”Ê26009', 0.54981625)]]
815.jpg	[[[[118.0, 235.0], [243.0, 275.0], [231.0, 314.0], [105.0, 274.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.6259205)]]
816.jpg	[[[[524.0, 121.0], [633.0, 170.0], [615.0, 208.0], [507.0, 160.0]], ('¬≥·∞”Ê63311', 0.69172794)]]
820.jpg	[[[[178.0, 361.0], [434.0, 433.0], [422.0, 474.0], [166.0, 402.0]], ('À’∏””Ê‘À02188', 0.99318874)]]
821.jpg	[[[[108.0, 277.0], [431.0, 323.0], [420.0, 399.0], [98.0, 353.0]], ('√ˆ∏£∂¶”Ê08272', 0.7031861)]]
823.jpg	[[[[134.0, 315.0], [367.0, 353.0], [359.0, 401.0], [126.0, 363.0]], ('¬≥¿≥÷›”Ê66379', 0.9239995)]]
824.jpg	[[[[205.0, 431.0], [424.0, 422.0], [426.0, 462.0], [207.0, 471.0]], ('√ˆ ®”Ê07586', 0.9058955)]]
825.jpg	[[[[379.0, 290.0], [479.0, 318.0], [468.0, 356.0], [368.0, 328.0]], ('À’∏””Ê02828', 0.80167335)]]
826.jpg	[[[[51.0, 160.0], [301.0, 255.0], [272.0, 330.0], [22.0, 235.0]], ('√ˆ ®”Ê07519', 0.7631601)]]
828.jpg	[[[[222.0, 402.0], [294.0, 408.0], [291.0, 435.0], [220.0, 429.0]], ('¬≥Õ˛”Ê0618', 0.5958397)]]
830.jpg	[[[[279.0, 133.0], [438.0, 104.0], [444.0, 139.0], [286.0, 168.0]], ('¡…”™”Ê26655', 0.9546899)]]
831.jpg	[[[[846.0, 256.0], [914.0, 254.0], [915.0, 284.0], [847.0, 286.0]], ('Ã⁄‘∂58', 0.9601946)]]
832.jpg	[[[[174.0, 135.0], [218.0, 138.0], [217.0, 153.0], [173.0, 149.0]], ('«Ì»˝—«721', 0.6205375)]]
836.jpg	[[[[252.0, 173.0], [474.0, 190.0], [471.0, 239.0], [248.0, 222.0]], ('‘¡µÁ”Ê92108', 0.96998084)]]
837.jpg	[[[[133.0, 521.0], [397.0, 498.0], [400.0, 536.0], [136.0, 558.0]], ('¬≥Ω∫”Ê60106', 0.9712386)]]
838.jpg	[[[[228.0, 191.0], [308.0, 205.0], [305.0, 225.0], [225.0, 211.0]], ('‘¡¿◊”Ê13238', 0.7624589)]]
843.jpg	[[[[68.0, 429.0], [273.0, 459.0], [267.0, 500.0], [62.0, 470.0]], ('À’∏””Ê02567', 0.84388095)]]
844.jpg	[[[[253.0, 457.0], [492.0, 465.0], [491.0, 504.0], [252.0, 497.0]], ('¬≥Ω∫”Ê60999', 0.86609447)]]
847.jpg	[[[[586.0, 397.0], [784.0, 373.0], [788.0, 406.0], [589.0, 429.0]], ('√ˆ∆’”Ê05918', 0.8060136)]]
849.jpg	[[[[339.0, 463.0], [501.0, 476.0], [496.0, 539.0], [334.0, 525.0]], ('∂´Ω≠∫˛7∫≈', 0.7129205)]]
850.jpg	[[[[106.0, 280.0], [307.0, 355.0], [287.0, 407.0], [87.0, 332.0]], ('‘¡µÁ”Ê92688', 0.9181352)]]
852.jpg	[[[[334.0, 131.0], [460.0, 98.0], [467.0, 124.0], [341.0, 157.0]], ('√ˆ ®”Ê07556', 0.8083037)]]
853.jpg	[[[[327.0, 387.0], [484.0, 363.0], [490.0, 396.0], [332.0, 421.0]], ('À’∏””Ê‘À02111', 0.843629)]]
855.jpg	[[[[244.0, 565.0], [430.0, 531.0], [437.0, 566.0], [250.0, 601.0]], ('√ˆ ®”Ê06509', 0.84815687)]]
856.jpg	[[[[189.0, 438.0], [290.0, 339.0], [326.0, 377.0], [225.0, 476.0]], ('π±±82104', 0.8178669)]]
857.jpg	[[[[305.0, 481.0], [455.0, 455.0], [460.0, 482.0], [309.0, 508.0]], ('√ˆΩ˙”Ê05878', 0.9008648)]]
860.jpg	[[[[124.0, 174.0], [250.0, 183.0], [248.0, 212.0], [122.0, 203.0]], ('’„œÛ”Ê25606', 0.91269463)]]
862.jpg	[[[[283.0, 118.0], [469.0, 142.0], [464.0, 178.0], [278.0, 155.0]], ('À’∏””Ê02567', 0.89061975)]]
864.jpg	[[[[25.0, 229.0], [352.0, 333.0], [333.0, 394.0], [5.0, 291.0]], ('À’∏””Ê02123', 0.9733118)]]
866.jpg	[[[[220.0, 259.0], [471.0, 179.0], [491.0, 242.0], [240.0, 321.0]], ('¡…”™”Ê51888', 0.7443783)]]
870.jpg	[[[[300.0, 386.0], [418.0, 366.0], [423.0, 394.0], [305.0, 415.0]], ('¬≥∂´∏€”Ê61001', 0.7394565)]]
871.jpg	[[[[185.0, 273.0], [315.0, 266.0], [316.0, 292.0], [186.0, 299.0]], ('÷–π˙”Ê’˛37078', 0.841957)]]
872.jpg	[[[[469.0, 327.0], [667.0, 325.0], [667.0, 375.0], [470.0, 377.0]], ('‘¡Ã®”Ê22288', 0.89929354)]]
874.jpg	[[[[28.0, 296.0], [210.0, 332.0], [203.0, 367.0], [21.0, 331.0]], ('√ˆΩ˙”Ê05966', 0.8715512)]]
876.jpg	[[[[108.0, 454.0], [347.0, 347.0], [371.0, 401.0], [132.0, 509.0]], ('‘¡Ω≠≥«”Ê‘À89668', 0.7081697)]]
877.jpg	[[[[668.0, 243.0], [714.0, 243.0], [714.0, 265.0], [668.0, 265.0]], ('Ã⁄‘∂58', 0.87678844)]]
879.jpg	[[[[304.0, 337.0], [406.0, 272.0], [432.0, 312.0], [329.0, 377.0]], ('÷€‘∂”Ê2608', 0.58768505)]]
880.jpg	[[[[17.0, 475.0], [260.0, 504.0], [255.0, 551.0], [11.0, 522.0]], ('√ˆ ®”Ê05277', 0.8417658)]]
887.jpg	[[[[160.0, 653.0], [480.0, 653.0], [480.0, 714.0], [160.0, 714.0]], ('¬≥≥§”Ê—¯68511', 0.97384685)]]
889.jpg	[[[[57.0, 443.0], [274.0, 474.0], [269.0, 509.0], [52.0, 478.0]], ('√ˆΩ˙”Ê05978', 0.9659663)]]
890.jpg	[[[[27.0, 434.0], [224.0, 462.0], [217.0, 508.0], [21.0, 480.0]], ('’„∑Ó”Ê26009', 0.62811273)]]
891.jpg	[[[[487.0, 181.0], [653.0, 157.0], [657.0, 184.0], [491.0, 208.0]], ('‘¡Ã®”Ê‘À01216', 0.81198424)]]
893.jpg	[[[[65.0, 224.0], [188.0, 226.0], [188.0, 249.0], [64.0, 247.0]], ('‘¡¡Æ”Ê12068', 0.87254053)]]
895.jpg	[[[[212.0, 327.0], [385.0, 319.0], [387.0, 364.0], [214.0, 372.0]], ('√ˆ ®”Ê08769', 0.7450474)]]
902.jpg	[[[[140.0, 289.0], [471.0, 353.0], [460.0, 409.0], [129.0, 346.0]], ('√ˆ ®”Ê07568', 0.8477671)]]
904.jpg	[[[[113.0, 498.0], [515.0, 421.0], [529.0, 495.0], [127.0, 571.0]], ('’„œÛ”Ê21018', 0.7537111)]]
908.jpg	[[[[57.0, 442.0], [281.0, 396.0], [293.0, 451.0], [68.0, 497.0]], ('¡…µ§”Ê23751', 0.7670593)]]
913.jpg	[[[[35.0, 267.0], [208.0, 316.0], [197.0, 354.0], [24.0, 305.0]], ('À’∏””Ê04490', 0.9856927)]]
916.jpg	[[[[221.0, 187.0], [285.0, 177.0], [291.0, 217.0], [226.0, 226.0]], ('»’”Õ7', 0.73226166)]]
917.jpg	[[[[331.0, 380.0], [529.0, 326.0], [547.0, 394.0], [349.0, 448.0]], ('‘¡Ã®”Ê31162', 0.6316215)]]
918.jpg	[[[[393.0, 485.0], [522.0, 488.0], [521.0, 522.0], [392.0, 519.0]], ('‘¡Ã®”Ê11333', 0.973521)]]
919.jpg	[[[[106.0, 214.0], [333.0, 118.0], [359.0, 179.0], [132.0, 275.0]], ('¬≥Ω∫”Ê60076', 0.7681904)]]
920.jpg	[[[[302.0, 416.0], [453.0, 436.0], [449.0, 465.0], [298.0, 444.0]], ('¬≥≥§”Ê—¯68511', 0.9791369)]]
925.jpg	[[[[506.0, 265.0], [626.0, 252.0], [628.0, 273.0], [509.0, 286.0]], ('«Ì«Ì∫£”Ê20188', 0.7931783)]]
927.jpg	[[[[290.0, 411.0], [397.0, 416.0], [395.0, 448.0], [289.0, 442.0]], ('«Ì¡Ÿ”Ê00512', 0.69617456)]]
931.jpg	[[[[129.0, 376.0], [355.0, 397.0], [351.0, 447.0], [124.0, 426.0]], ('‘¡µÁ”Ê92108', 0.94784296)]]
932.jpg	[[[[229.0, 234.0], [351.0, 271.0], [342.0, 303.0], [219.0, 266.0]], ('À’∏””Ê‘À04239', 0.7075273)]]
933.jpg	[[[[312.0, 290.0], [433.0, 257.0], [440.0, 280.0], [318.0, 312.0]], ('÷–π˙”Ê’˛4400', 0.52206)]]
934.jpg	[[[[110.0, 435.0], [350.0, 433.0], [350.0, 478.0], [110.0, 480.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.9766693)]]
938.jpg	[[[[151.0, 153.0], [317.0, 173.0], [313.0, 206.0], [147.0, 185.0]], ('À’¥Û”Ê—¯08109', 0.9932026)]]
942.jpg	[[[[319.0, 291.0], [416.0, 281.0], [419.0, 307.0], [321.0, 318.0]], ('À’∫£∞≤”Ê00715', 0.75261205)]]
943.jpg	[[[[124.0, 424.0], [330.0, 381.0], [342.0, 436.0], [136.0, 480.0]], ('’„¡Ÿ”Ê12299', 0.73871505)]]
944.jpg	[[[[191.0, 359.0], [483.0, 371.0], [481.0, 422.0], [189.0, 410.0]], ('¬≥Ω∫”Ê—¯66008', 0.9877274)]]
952.jpg	[[[[572.0, 73.0], [759.0, 36.0], [766.0, 70.0], [579.0, 108.0]], ('‘¡—ÙŒ˜”Ê32668', 0.83907616)]]
953.jpg	[[[[149.0, 254.0], [265.0, 265.0], [262.0, 294.0], [146.0, 283.0]], ('À’»Á”Ê04304', 0.7021424)]]
954.jpg	[[[[90.0, 346.0], [318.0, 339.0], [320.0, 378.0], [91.0, 385.0]], ('√ˆ ®”Ê07586', 0.8509474)]]
955.jpg	[[[[121.0, 678.0], [379.0, 675.0], [380.0, 716.0], [121.0, 720.0]], ('¬≥»Ÿ”Ê52268', 0.91279984)]]
956.jpg	[[[[92.0, 330.0], [324.0, 376.0], [315.0, 421.0], [83.0, 375.0]], ('¬≥≥«”Ê61232', 0.9931761)]]
960.jpg	[[[[107.0, 456.0], [226.0, 471.0], [223.0, 498.0], [104.0, 483.0]], ('¬≥»’…Ω”Ê61015', 0.8242987)]]
961.jpg	[[[[332.0, 354.0], [422.0, 341.0], [425.0, 365.0], [336.0, 378.0]], ('‘¡Ω≠≥«”Ê92278', 0.82381177)]]
962.jpg	[[[[89.0, 265.0], [349.0, 334.0], [338.0, 377.0], [77.0, 308.0]], ('√ˆ∆’”Ê05761', 0.87195885)]]
967.jpg	[[[[29.0, 199.0], [212.0, 281.0], [171.0, 370.0], [0.0, 287.0]], ('∫∫»Ÿ356', 0.65811807)]]
